,image_link,product_name,page_link,label,background,delete,item_no,description,style,material,type_class,color,rating
0,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-46ec9c6b-6aa4-475c-845f-b4db874e2611_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
1,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-c20ca6ac-c605-48ec-ae61-eae01acb2a22_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
2,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-bc751f75-0fdf-4ea0-be33-48e65d88c964_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
3,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-2698efee-e6ba-431a-9f54-d1d217aa7d10_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
4,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-8a59a711-ab1c-4923-b360-16a89d3bd4ac_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
5,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-2279065e-26f1-4339-be37-d1fe6d241694_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,1,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
6,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-319948b4-a318-4c00-811a-bfba56e22e4d_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
7,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-545a0fdf-80d4-4e78-99e5-657758271b40_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
8,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-e9109943-0a86-4be9-8013-75ab05a5474e_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,0,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
9,https://ak1.ostkcdn.com/images/products/18183033/Foldable-Storage-Cube-Ottoman-Stool-a2620668-03d1-4597-8ca5-bb88c61dce9a_600.jpg,"Foldable Storage Cube Ottoman Stool, 2-Piece Set",https://www.overstock.com/Home-Garden/Foldable-Storage-Cube-Ottoman-Stool-2-Piece-Set/18183033/product.html?refccid=JI4WMHOIQPFLANKAMJINBHF4MU&searchidx=0,pouf,0,1,24329221,"This functional suede like storage ottoman is the perfect accessory for your home. Store your favorite devices and items in not just one, but two foldable storage ottomans. The soft and plush tufted lid is very comfortable which makes it great for resting your feet after a long day or can act as an additional seat when space is limited. Durable construction defines the very essence of this piece, boasting a weight capacity of up to 220lbs. This functional and moderately sized storage ottoman has multiples uses and is perfect for living rooms, crafts spaces, kids' rooms, and so much more. The spacious interior storage space measures 13.75"" H x 14.15"" W x 14.15"" D. • Two Foldable Store Ottomans: Measures 16.9"" H x 15.75"" W x 15.75"" D and is the perfect addition to your living space • Ample Storage Space: Spacious interior can hold a multitude of items such a magazines, toys, crafts, throw blankets, and so much more. • Modern Design: This suede like storage ottoman features a plush tufted lid, which makes for a comfortable seat • Quality Construction: This ottoman was designed to be durable compared to other foldable storage ottomans, and can hold up to 220lbs",,Fabric,"Foot Stool, Storage Cube","Blue, Green, Grey, Purple",4.9
